Case #,Account,General Issue,Specific Complaint,Open Date,Close Date,Zip,Borough,City,Council Dist.,Comm. Bd.
504747,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10458,Bronx,Bronx,NYCC11,7
504748,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10458,Bronx,Bronx,NYCC15,7
504751,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10453,Bronx,Bronx,NYCC14,5
504752,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10468,Bronx,Bronx,NYCC14,7
504753,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,,,,,
504754,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10470,Bronx,Bronx,NYCC11,12
504756,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10469,Bronx,Bronx,NYCC12,12
504757,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,,,,,
504758,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,,,,,
504761,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10566,,Peekskill,NYCC,
504762,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10458,Bronx,Bronx,NYCC15,7
504765,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10467,Bronx,Bronx,NYCC15,11
504766,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10452,Bronx,Bronx,NYCC14,4
504767,NYCC15,Finance,Tax Preparation Assi,2/17/2015,2/17/2015,10452,Bronx,Bronx,NYCC16,4
504755,NYCC15,Housing and Buildings,Lease Issue,2/17/2015,2/17/2015,10453,Bronx,Bronx,NYCC14,5
504759,NYCC15,Housing and Buildings,Maintenance,2/17/2015,8/10/2015,10458,Bronx,Bronx,NYCC15,6
504763,NYCC15,Housing and Buildings,Maintenance,2/17/2015,3/16/2015,10467,Bronx,Bronx,NYCC15,11
504764,NYCC15,Housing and Buildings,NYCHA Building Maintenance,2/17/2015,6/9/2015,10469,Bronx,Bronx,NYCC13,11
504760,NYCC15,Housing and Buildings,Rent Overcharges,2/17/2015,5/5/2015,10457,Bronx,Bronx,NYCC15,5
504744,NYCC15,Quality of Life,Graffiti,2/17/2015,2/27/2015,10467,Bronx,Bronx,NYCC15,11
504770,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/27/2015,10466,Bronx,Bronx,NYCC12,12
504772,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10474,Bronx,Bronx,NYCC17,2
504773,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10474,Bronx,Bronx,NYCC17,2
504774,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10457,Bronx,Bronx,NYCC17,6
504775,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10460,Bronx,Bronx,NYCC17,6
504776,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10457,Bronx,Bronx,NYCC15,6
504777,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10460,Bronx,Bronx,NYCC17,3
504778,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10462,Bronx,Bronx,NYCC13,11
504780,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10462,Bronx,Bronx,NYCC13,11
504781,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10704,,Yonkers,NYCC,
504799,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10458,Bronx,Bronx,NYCC15,6
504800,NYCC15,Finance,Tax Preparation Assi,2/18/2015,2/18/2015,10471,,Bronx,NYCC,
504779,NYCC15,General Welfare,Food Stamps,2/18/2015,2/20/2015,10458,Bronx,Bronx,NYCC15,6
504768,NYCC15,Governmental Operations,Jury Duty,2/18/2015,2/18/2015,10458,Bronx,Bronx,NYCC15,6
504769,NYCC15,Housing and Buildings,Maintenance,2/18/2015,6/2/2015,10467,Bronx,Bronx,NYCC15,11
504793,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,2/18/2015,2/18/2015,,,,,
504794,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,2/18/2015,2/18/2015,10457,Bronx,Bronx,NYCC15,5
504798,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,2/18/2015,2/18/2015,10460,Bronx,Bronx,NYCC17,6
504797,NYCC15,Immigration,Literary Services for Immigrants,2/18/2015,2/18/2015,10468,Bronx,Bronx,NYCC14,5
504782,NYCC15,Immigration,U.S. Citizenship,2/18/2015,2/18/2015,,,,,
504796,NYCC15,Immigration,U.S. Citizenship,2/18/2015,2/18/2015,10457,Bronx,Bronx,NYCC15,5
504771,NYCC15,Public Safety,Domestic Violence,2/18/2015,4/3/2015,10453,Bronx,Bronx,NYCC14,5
504819,NYCC15,Aging,,2/19/2015,,3801,,Portsmouth,,
504806,NYCC15,Finance,Tax Preparation Assi,2/19/2015,2/19/2015,,,,,
504813,NYCC15,Finance,Tax Preparation Assi,2/19/2015,2/19/2015,10458,Bronx,Bronx,NYCC15,6
504814,NYCC15,Finance,Tax Preparation Assi,2/19/2015,2/19/2015,10473,Bronx,Bronx,NYCC18,9
504815,NYCC15,Finance,Tax Preparation Assi,2/19/2015,2/19/2015,10460,Bronx,Bronx,NYCC15,6
504818,NYCC15,Finance,Tax Preparation Assi,2/19/2015,2/19/2015,10468,Bronx,Bronx,NYCC14,7
504820,NYCC15,General Welfare,,2/19/2015,,10458,Bronx,Bronx,NYCC15,6
504804,NYCC15,Housing and Buildings,Heat/Hot Water,2/19/2015,3/16/2015,10467,Bronx,Bronx,NYCC15,11
504811,NYCC15,Housing and Buildings,Heat/Hot Water,2/19/2015,2/26/2015,,,,,
504808,NYCC15,Housing and Buildings,NYCHA Building Maintenance,2/19/2015,2/20/2015,10465,Bronx,Bronx,NYCC13,10
504812,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,2/19/2015,2/23/2015,,,,,
504807,NYCC15,Immigration,U.S. Citizenship,2/19/2015,2/19/2015,,,,,
504809,NYCC15,Immigration,U.S. Citizenship,2/19/2015,2/19/2015,,,,,
504810,NYCC15,Immigration,U.S. Citizenship,2/19/2015,2/19/2015,,,,,
504816,NYCC15,Immigration,U.S. Citizenship,2/19/2015,2/19/2015,10458,Bronx,Bronx,NYCC15,5
504817,NYCC15,Immigration,U.S. Citizenship,2/19/2015,2/19/2015,10459,Bronx,Bronx,NYCC17,2
504821,NYCC15,Finance,Tax Preparation Assi,2/20/2015,2/20/2015,10460,Bronx,Bronx,NYCC17,6
504823,NYCC15,Finance,Tax Preparation Assi,2/20/2015,2/20/2015,10467,,bronx,,
504826,NYCC15,Finance,Tax Preparation Assi,2/20/2015,2/20/2015,10468,Bronx,Bronx,NYCC14,7
504828,NYCC15,Finance,Tax Preparation Assi,2/20/2015,2/20/2015,10468,Bronx,Bronx,NYCC14,7
504833,NYCC15,Finance,Tax Preparation Assi,2/20/2015,2/20/2015,10468,Bronx,Bronx,NYCC14,7
504834,NYCC15,Finance,Tax Preparation Assi,2/20/2015,2/20/2015,10458,Bronx,Bronx,NYCC15,7
504827,NYCC15,General Welfare,Public Assistance,2/20/2015,2/20/2015,,,,,
504831,NYCC15,Governmental Operations,Voting Information,2/20/2015,2/23/2015,10465,Bronx,Bronx,NYCC13,10
504837,NYCC15,Housing and Buildings,NYCHA New Application,2/20/2015,11/4/2015,10453,Bronx,Bronx,NYCC14,5
504824,NYCC15,Immigration,Green Card,2/20/2015,2/20/2015,10465,,Bronx,NYCC,
504825,NYCC15,Immigration,U.S. Citizenship,2/20/2015,2/20/2015,11510,,Baldwin,NYCC,
504829,NYCC15,Immigration,U.S. Citizenship,2/20/2015,2/20/2015,10467,Bronx,Bronx,NYCC11,7
504832,NYCC15,Immigration,U.S. Citizenship,2/20/2015,2/20/2015,10458,Bronx,Bronx,NYCC11,7
504822,NYCC15,Public Safety,Police Precinct,2/20/2015,2/20/2015,10467,Bronx,Bronx,NYCC15,11
504830,NYCC15,,,2/20/2015,3/24/2015,,,Queens,NYCC,
504835,NYCC15,,,2/20/2015,2/25/2015,10453,Bronx,Bronx,NYCC14,5
504836,NYCC15,,,2/20/2015,2/25/2015,10453,Bronx,Bronx,NYCC14,5
504840,NYCC15,Finance,Tax Preparation Assi,2/21/2015,2/21/2015,,,,,
504841,NYCC15,Finance,Tax Preparation Assi,2/21/2015,2/21/2015,,,,,
504842,NYCC15,Finance,Tax Preparation Assi,2/21/2015,2/21/2015,,,,,
504838,NYCC15,Housing and Buildings,,2/21/2015,,10029,Manhattan,New York,NYCC08,11
504839,NYCC15,Housing and Buildings,,2/21/2015,,10458,Bronx,Bronx,NYCC15,6
504843,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,,,,,
504844,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,10457,Bronx,Bronx,NYCC17,6
504845,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,7304,,Jersey City,NYCC,
504847,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,10457,Bronx,Bronx,NYCC15,5
504848,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,,,,,
504850,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,10467,,bronx,,
504852,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,,,,,
504853,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,10463,Bronx,Bronx,NYCC14,7
504857,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,10460,Bronx,Bronx,NYCC17,6
504858,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,10454,Manhattan,Bronx,NYCC08,1
504859,NYCC15,Finance,Tax Preparation Assi,2/23/2015,2/23/2015,10458,Bronx,Bronx,NYCC11,7
504854,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,2/23/2015,2/23/2015,,,,,
504856,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,2/23/2015,2/23/2015,10472,Bronx,Bronx,NYCC18,9
504849,NYCC15,Immigration,U.S. Citizenship,2/23/2015,2/23/2015,,,,,
504861,NYCC15,Legal Services,Housing,2/23/2015,2/23/2015,,,,,
504851,NYCC15,Legal Services,Immigration,2/23/2015,2/23/2015,,,,,
504855,NYCC15,Legal Services,Immigration,2/23/2015,2/23/2015,,,,,
504860,NYCC15,Legal Services,Immigration,2/23/2015,2/23/2015,,,,,
504863,NYCC15,Aging,,2/24/2015,,10451,Bronx,Bronx,NYCC16,4
504871,NYCC15,Aging,,2/24/2015,,10467,Bronx,Bronx,NYCC15,11
504866,NYCC15,Economy/Jobs,Seeking Employment,2/24/2015,2/26/2015,10451,Bronx,Bronx,NYCC16,4
504862,NYCC15,Finance,Tax Preparation Assi,2/24/2015,2/24/2015,10473,Bronx,Bronx,NYCC18,9
504864,NYCC15,Finance,Tax Preparation Assi,2/24/2015,2/24/2015,11692,Queens,Arverne,NYCC31,14
504869,NYCC15,Finance,Tax Preparation Assi,2/24/2015,2/24/2015,10456,Bronx,Bronx,NYCC17,3
504865,NYCC15,Housing and Buildings,Building Maintenance,2/24/2015,4/4/2015,10458,Bronx,Bronx,NYCC15,6
504870,NYCC15,Housing and Buildings,NYCHA Misc.,2/24/2015,2/24/2015,10457,Bronx,Bronx,NYCC15,6
504867,NYCC15,Immigration,DACA - Deferred Action for Childhood Arrivals,2/24/2015,2/24/2015,10458,Bronx,Bronx,NYCC15,5
504868,NYCC15,Immigration,U.S. Citizenship,2/24/2015,2/24/2015,10468,Bronx,Bronx,NYCC14,7
504875,NYCC15,Education,Disciplinary Issue,2/25/2015,2/26/2015,,,,,
504872,NYCC15,General Welfare,Child Support,2/25/2015,3/6/2015,10458,Bronx,Bronx,NYCC15,6
504873,NYCC15,Housing and Buildings,Landlord/Managing Agent Issues,2/25/2015,4/10/2015,,,,,
504876,NYCC15,Housing and Buildings,NYCHA Misc.,2/25/2015,8/18/2015,,,,,
504874,NYCC15,Housing and Buildings,NYCHA New Application,2/25/2015,3/21/2015,,,,,
504877,NYCC15,Finance,Tax Preparation Assi,2/26/2015,2/26/2015,,,,,
504878,NYCC15,Finance,Tax Preparation Assi,2/26/2015,2/26/2015,,,,,
504882,NYCC15,Finance,Tax Preparation Assi,2/26/2015,2/26/2015,10475,Bronx,Bronx,NYCC12,10
504883,NYCC15,Finance,Tax Preparation Assi,2/26/2015,2/26/2015,10468,Bronx,Bronx,NYCC14,7
504881,NYCC15,General Welfare,Public Assistance,2/26/2015,4/8/2015,10460,Bronx,Bronx,NYCC15,11
504879,NYCC15,Housing and Buildings,NYCHA Eviction,2/26/2015,3/16/2015,10467,Bronx,Bronx,NYCC15,11
504880,NYCC15,Housing and Buildings,NYCHA Misc.,2/26/2015,3/2/2015,10467,Bronx,Bronx,NYCC15,11
504919,NYCC15,Civil Service and Labor,Disconnected Youth,2/27/2015,8/19/2015,10457,Bronx,Bronx,NYCC15,6
504901,NYCC15,Finance,Tax Preparation Assi,2/27/2015,2/27/2015,11434,Queens,Jamaica,NYCC28,12
504902,NYCC15,Finance,Tax Preparation Assi,2/27/2015,2/27/2015,10458,Bronx,Bronx,NYCC15,6
504903,NYCC15,Finance,Tax Preparation Assi,2/27/2015,2/27/2015,,,,,
504911,NYCC15,Finance,Tax Preparation Assi,2/27/2015,2/27/2015,10458,Bronx,Bronx,NYCC15,7
504913,NYCC15,Finance,Tax Preparation Assi,2/27/2015,2/27/2015,10458,Bronx,Bronx,NYCC15,6
504912,NYCC15,General Welfare,Food Stamps,2/27/2015,1/12/2016,10466,Bronx,Bronx,NYCC12,12
504914,NYCC15,General Welfare,Home Attendants,2/27/2015,3/6/2015,10467,Bronx,Bronx,NYCC15,11
504916,NYCC15,Housing and Buildings,Eviction,2/27/2015,8/10/2015,10458,Bronx,Bronx,NYCC15,6
504918,NYCC15,Immigration,U.S. Citizenship,2/27/2015,3/2/2015,,,,NYCC,
504917,NYCC15,Legal Services,Child Custody Issue,2/27/2015,3/6/2015,10475,Bronx,Bronx,NYCC12,10
504938,NYCC15,Economy/Jobs,Discrimination,3/2/2015,6/3/2015,10457,Bronx,Bronx,NYCC15,5
504921,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10458,Bronx,Bronx,NYCC11,7
504922,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10469,Bronx,Bronx,NYCC13,11
504923,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10469,Bronx,Bronx,NYCC13,11
504924,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10461,Bronx,Bronx,NYCC13,10
504925,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10032,Manhattan,New York,NYCC10,12
504926,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10032,Manhattan,New York,NYCC10,12
504930,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10467,Bronx,Bronx,NYCC12,12
504931,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10458,Bronx,Bronx,NYCC15,5
504932,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10468,Bronx,Bronx,NYCC11,7
504933,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10463,Bronx,Bronx,NYCC11,8
504935,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10457,Bronx,Bronx,NYCC16,4
504936,NYCC15,Finance,Tax Preparation Assi,3/2/2015,3/2/2015,10462,Bronx,Bronx,NYCC15,11
504939,NYCC15,Housing and Buildings,NYCHA Misc.,3/2/2015,6/3/2015,10453,Bronx,Bronx,NYCC14,5
504934,NYCC15,Immigration,Green Card,3/2/2015,3/2/2015,10459,Bronx,Bronx,NYCC17,2
504937,NYCC15,Immigration,Green Card,3/2/2015,3/2/2015,10457,Bronx,Bronx,NYCC15,5
504927,NYCC15,Immigration,U.S. Citizenship,3/2/2015,3/2/2015,10458,Bronx,Bronx,NYCC15,5
504928,NYCC15,Immigration,U.S. Citizenship,3/2/2015,3/2/2015,10467,Bronx,Bronx,NYCC15,12
504929,NYCC15,Immigration,U.S. Citizenship,3/2/2015,3/2/2015,10458,Bronx,Bronx,NYCC15,7
504920,NYCC15,Other,,3/2/2015,,10472,Bronx,Bronx,NYCC18,9
504956,NYCC15,Economy/Jobs,Seeking Employment,3/3/2015,1/12/2016,10458,Bronx,Bronx,NYCC15,6
504940,NYCC15,Finance,Tax Preparation Assi,3/3/2015,3/3/2015,10467,Bronx,Bronx,NYCC11,7
504941,NYCC15,Finance,Tax Preparation Assi,3/3/2015,3/3/2015,10458,Bronx,Bronx,NYCC15,6
504942,NYCC15,Finance,Tax Preparation Assi,3/3/2015,3/3/2015,10040,Manhattan,New York,NYCC10,12
504943,NYCC15,Finance,Tax Preparation Assi,3/3/2015,3/3/2015,10467,Bronx,Bronx,NYCC13,11
504946,NYCC15,Finance,Tax Preparation Assi,3/3/2015,3/3/2015,10467,Bronx,Bronx,NYCC15,11
504951,NYCC15,Finance,Tax Preparation Assi,3/3/2015,3/3/2015,10467,Bronx,Bronx,NYCC12,12
504954,NYCC15,Finance,Tax Preparation Assi,3/3/2015,3/3/2015,11372,Queens,Jackson Heights,NYCC25,3
504955,NYCC15,Finance,Tax Preparation Assi,3/3/2015,3/3/2015,10458,Bronx,Bronx,NYCC11,7
504949,NYCC15,General Welfare,SSI and Social Security,3/3/2015,1/12/2016,10458,Bronx,Bronx,NYCC15,6
504953,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/3/2015,3/3/2015,10458,Bronx,Bronx,NYCC15,5
504945,NYCC15,Immigration,Immigration,3/3/2015,7/6/2015,10456,Bronx,Bronx,NYCC14,4
504944,NYCC15,Immigration,U.S. Citizenship,3/3/2015,3/3/2015,10450,,bronx,,
504947,NYCC15,Immigration,U.S. Citizenship,3/3/2015,3/3/2015,10459,,bronx,,
504948,NYCC15,Immigration,U.S. Citizenship,3/3/2015,3/3/2015,10458,Bronx,Bronx,NYCC15,6
504950,NYCC15,Immigration,U.S. Citizenship,3/3/2015,3/3/2015,10458,Bronx,Bronx,NYCC15,6
504952,NYCC15,Other,,3/3/2015,,10457,Bronx,Bronx,NYCC15,6
504976,NYCC15,Education,Adult Education,3/4/2015,3/4/2015,,,,,
504957,NYCC15,Finance,Tax Preparation Assi,3/4/2015,3/4/2015,10458,Bronx,Bronx,NYCC15,6
504972,NYCC15,Finance,Tax Preparation Assi,3/4/2015,3/4/2015,10466,Bronx,Bronx,NYCC12,12
504974,NYCC15,Finance,Tax Preparation Assi,3/4/2015,6/7/2015,10456,Bronx,Bronx,NYCC17,3
504978,NYCC15,Finance,Tax Preparation Assi,3/4/2015,4/3/2015,10459,Bronx,Bronx,NYCC17,3
504977,NYCC15,General Welfare,Food Stamps,3/4/2015,3/4/2015,,,,,
504979,NYCC15,Governmental Operations,Post Office - Customer Service Complaint,3/4/2015,3/4/2015,,,,,
504973,NYCC15,Housing and Buildings,Eviction,3/4/2015,1/12/2016,10460,Bronx,Bronx,NYCC15,6
504980,NYCC15,Parks,,3/4/2015,,10457,Bronx,Bronx,NYCC15,6
504988,NYCC15,Education,,3/6/2015,3/6/2015,,,,,
504982,NYCC15,Finance,Tax Preparation Assi,3/6/2015,3/6/2015,10458,Bronx,Bronx,NYCC11,7
504987,NYCC15,Finance,Tax Preparation Assi,3/6/2015,6/7/2015,10457,Bronx,Bronx,NYCC17,6
504990,NYCC15,Finance,Tax Preparation Assi,3/6/2015,3/6/2015,10468,,Bronx,NYCC,
504991,NYCC15,Finance,Tax Preparation Assi,3/6/2015,3/6/2015,10458,Bronx,Bronx,NYCC15,5
504992,NYCC15,Finance,Tax Preparation Assi,3/6/2015,3/6/2015,10454,Manhattan,Bronx,NYCC08,1
504993,NYCC15,Finance,Tax Preparation Assi,3/6/2015,3/6/2015,10467,Bronx,Bronx,NYCC11,7
504995,NYCC15,Finance,Tax Preparation Assi,3/6/2015,3/6/2015,10457,Bronx,Bronx,NYCC15,6
504997,NYCC15,Finance,Tax Preparation Assi,3/6/2015,3/6/2015,10467,Bronx,Bronx,NYCC11,7
504999,NYCC15,Finance,Tax Preparation Assi,3/6/2015,3/6/2015,10468,Bronx,Bronx,NYCC14,7
504984,NYCC15,Immigration,Immigration,3/6/2015,4/3/2015,,,,,
504989,NYCC15,Immigration,U.S. Citizenship,3/6/2015,3/6/2015,10458,Bronx,Bronx,NYCC15,7
505002,NYCC15,Immigration,Visas,3/6/2015,3/24/2015,10460,Bronx,Bronx,NYCC17,6
505001,NYCC15,Legal Services,Child Custody Issue,3/6/2015,3/6/2015,10460,Bronx,Bronx,NYCC17,6
504998,NYCC15,Legal Services,Immigration,3/6/2015,3/6/2015,,,,,
505000,NYCC15,Legal Services,Immigration,3/6/2015,3/6/2015,,,,,
504981,NYCC15,,Domestic Violence,3/6/2015,,10457,Bronx,Bronx,NYCC15,6
504985,NYCC15,,Immigration,3/6/2015,,10457,Bronx,Bronx,NYCC15,5
504986,NYCC15,,Immigration,3/6/2015,,10457,Bronx,Bronx,NYCC15,5
504983,NYCC15,,Letter of Rec./Referral,3/6/2015,3/6/2015,10460,Bronx,Bronx,NYCC17,6
504996,NYCC15,,,3/6/2015,,10458,Bronx,Bronx,NYCC15,6
505003,NYCC15,Finance,Tax Preparation Assi,3/7/2015,3/7/2015,10462,Bronx,Bronx,NYCC13,11
505004,NYCC15,Finance,Tax Preparation Assi,3/7/2015,3/16/2015,,,,,
505005,NYCC15,Finance,Tax Preparation Assi,3/7/2015,3/7/2015,10458,Bronx,Bronx,NYCC15,6
505006,NYCC15,Finance,Tax Preparation Assi,3/7/2015,3/7/2015,10458,,bronx,,
505008,NYCC15,Finance,Tax Preparation Assi,3/9/2015,3/9/2015,10458,Bronx,Bronx,NYCC15,7
505009,NYCC15,Finance,Tax Preparation Assi,3/9/2015,3/9/2015,10460,Bronx,Bronx,NYCC15,11
505010,NYCC15,Finance,Tax Preparation Assi,3/9/2015,3/9/2015,10458,Bronx,Bronx,NYCC11,7
505011,NYCC15,Finance,Tax Preparation Assi,3/9/2015,3/9/2015,10466,Bronx,Bronx,NYCC12,12
505012,NYCC15,Finance,Tax Preparation Assi,3/9/2015,3/9/2015,10467,Bronx,Bronx,NYCC11,7
505013,NYCC15,Finance,Tax Preparation Assi,3/9/2015,3/9/2015,10550,,Vernon,NYCC,
505016,NYCC15,Finance,Tax Preparation Assi,3/9/2015,3/9/2015,,,,,
505015,NYCC15,Housing and Buildings,NYCHA Building Maintenance,3/9/2015,8/18/2015,,,,,
505017,NYCC15,Finance,Tax Preparation Assi,3/10/2015,3/10/2015,10458,Bronx,Bronx,NYCC15,6
505018,NYCC15,Finance,Tax Preparation Assi,3/10/2015,3/10/2015,10463,Bronx,Bronx,NYCC11,8
505019,NYCC15,Finance,Tax Preparation Assi,3/10/2015,3/10/2015,10465,Bronx,Bronx,NYCC13,10
505022,NYCC15,Finance,Tax Preparation Assi,3/10/2015,3/10/2015,,,,,
505027,NYCC15,General Welfare,Public Assistance,3/10/2015,8/10/2015,10457,Bronx,Bronx,NYCC15,6
505021,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/10/2015,3/10/2015,,,,,
505023,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/10/2015,3/10/2015,10458,Bronx,Bronx,NYCC15,7
505024,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/10/2015,3/10/2015,11225,Brooklyn,Brooklyn,NYCC35,9
505025,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/10/2015,3/10/2015,10458,Bronx,Bronx,NYCC15,7
505026,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/10/2015,3/10/2015,10458,Bronx,Bronx,NYCC15,7
505029,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/10/2015,3/10/2015,10459,Bronx,Bronx,NYCC17,2
505020,NYCC15,Immigration,U.S. Citizenship,3/10/2015,3/10/2015,10457,Bronx,Bronx,NYCC15,6
505028,NYCC15,Immigration,U.S. Citizenship,3/10/2015,6/3/2015,10458,Bronx,Bronx,NYCC15,7
505030,NYCC15,Immigration,U.S. Citizenship,3/10/2015,3/10/2015,10457,Bronx,Bronx,NYCC15,6
505032,NYCC15,Education,,3/11/2015,,10451,Bronx,Bronx,NYCC16,4
505031,NYCC15,Finance,Tax Preparation Assi,3/11/2015,3/11/2015,,,,,
505033,NYCC15,Finance,Tax Preparation Assi,3/11/2015,3/11/2015,,,,,
505034,NYCC15,Finance,Tax Preparation Assi,3/11/2015,3/11/2015,,,,,
505035,NYCC15,Finance,Tax Preparation Assi,3/11/2015,3/11/2015,,,,,
505036,NYCC15,Finance,Tax Preparation Assi,3/11/2015,3/11/2015,,,,,
505038,NYCC15,Finance,Tax Preparation Assi,3/11/2015,3/11/2015,10458,Bronx,Bronx,NYCC11,7
505042,NYCC15,General Welfare,Child Custody Issue,3/11/2015,3/11/2015,10457,Bronx,Bronx,NYCC15,6
505039,NYCC15,Immigration,Passport,3/11/2015,3/30/2015,10457,Bronx,Bronx,NYCC15,6
505037,NYCC15,Sanitation,Curb Your Dog Violation,3/11/2015,8/10/2015,,,,,
505049,NYCC15,Consumer Affairs,Predatory Lending,3/12/2015,6/3/2015,10458,Bronx,Bronx,NYCC15,7
505047,NYCC15,Finance,Tax Preparation Assi,3/12/2015,3/12/2015,10458,Bronx,Bronx,NYCC15,6
505044,NYCC15,General Welfare,Food Stamps,3/12/2015,6/29/2015,10458,Bronx,Bronx,NYCC15,7
505046,NYCC15,General Welfare,SSI and Social Security,3/12/2015,6/9/2015,10458,Bronx,Bronx,NYCC15,6
505050,NYCC15,Housing and Buildings,Rental Arrears,3/12/2015,8/10/2015,10457,Bronx,Bronx,NYCC15,5
505045,NYCC15,Other,,3/12/2015,,10457,Bronx,Bronx,NYCC15,5
505048,NYCC15,Quality of Life,Noise - Residential,3/12/2015,3/12/2015,10458,Bronx,Bronx,NYCC15,7
505043,NYCC15,Utilities,Con Edison,3/12/2015,3/17/2015,10467,Bronx,Bronx,NYCC15,11
505053,NYCC15,Environment,,3/14/2015,,10463,Manhattan,Bronx,NYCC10,8
505052,NYCC15,Finance,Tax Preparation Assi,3/14/2015,3/14/2015,10458,Bronx,Bronx,NYCC15,5
505054,NYCC15,Housing and Buildings,,3/14/2015,,10462,Bronx,Bronx,NYCC13,11
505055,NYCC15,Housing and Buildings,,3/14/2015,,10462,Bronx,Bronx,NYCC13,11
505056,NYCC15,Finance,Tax Preparation Assi,3/16/2015,3/16/2015,10467,Bronx,Bronx,NYCC11,7
505058,NYCC15,Finance,Tax Preparation Assi,3/16/2015,3/16/2015,10453,Bronx,Bronx,NYCC16,5
505059,NYCC15,Finance,Tax Preparation Assi,3/16/2015,3/16/2015,10453,Bronx,Bronx,NYCC16,5
505057,NYCC15,Housing and Buildings,Abandoned Building,3/16/2015,5/4/2015,,,,,
505060,NYCC15,Housing and Buildings,Construction General,3/16/2015,3/16/2015,10467,Bronx,Bronx,NYCC15,11
505075,NYCC15,Aging,,3/17/2015,,10001,Manhattan,New York,NYCC03,5
505061,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,,,,,
505062,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,10458,Bronx,Bronx,NYCC15,6
505067,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,10458,Bronx,Bronx,NYCC15,6
